horizon,n,MAE,RMSE,sMAPE,R2,Bias,model,station_id,station_name,site_type,seed,epochs,train_start,method_version
1,11065,2.927360397356428,4.241379339828784,31.325145898413634,0.730226264627621,-0.020655488065611006,dlinear,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history,gated_residual_v2
6,11065,4.268466683288963,5.969675970898939,40.61102191777776,0.4657515069885386,0.15947717137590986,dlinear,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history,gated_residual_v2
12,11065,4.639321250951618,6.659659463359407,42.56474910186973,0.33435264974800827,0.16531380251474204,dlinear,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history,gated_residual_v2
24,11065,5.007032819638358,7.178448334583109,45.06829773667905,0.22469040760529513,0.2351297236948707,dlinear,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history,gated_residual_v2
48,11065,5.350052418363509,7.707843903493716,48.05794231189603,0.10628516071655847,0.2420219143617762,dlinear,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history,gated_residual_v2
1,11065,3.0230304997456434,4.164690461928779,31.387320149661548,0.739893689538083,0.45437064993667,lstm,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history,gated_residual_v2
6,11065,4.201409780173834,5.846303106672896,40.07112591274124,0.4876055175837162,0.5838019558680957,lstm,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history,gated_residual_v2
12,11065,4.592800543502721,6.5661656132499635,42.55099067835336,0.3529112826677774,0.112596093501325,lstm,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history,gated_residual_v2
24,11065,4.806934273493435,7.178477391898565,43.58391851566983,0.2246841309115174,-0.6551170784614768,lstm,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history,gated_residual_v2
48,11065,5.081988282918499,7.612074405649985,45.77018240181217,0.1283558962613146,-0.5773780607525385,lstm,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history,gated_residual_v2
1,11065,4.546213915740749,6.768804348473175,41.16602688118684,0.31291676096224197,-0.3913904680286766,timemixer,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history,gated_residual_v2
